吾爱精选,#genre#
新华中文[1280*720],http://39.135.138.58:18890/PLTV/88888888/224/3221225694/index.m3u8
新华英文[1280*720],http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
新华英文[1280*720],http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
CHC高清电影[1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226463/index.m3u8
CHC动作电影[1920*1080],http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭影院[1920*1080],http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院[1920*1080],http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
CHC家庭影院[1920*1080],http://117.148.179.157/PLTV/88888888/224/3221231799/index.m3u8
女神上海[1280*720][1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
星光影视[1280*720][1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8

黄渤电影[1920*816][1280*544],http://txtest-xp2p.p2p.huya.com/src/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1.xs
漫威宇宙电影[1280*544][1280*690],http://txtest-xp2p.p2p.huya.com/src/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.xs
经典港整风整蛊电影[1280*720][1080*608],http://epg.112114.xyz/huya/11602058
生活大爆炸[1280*720][1280*720],http://txtest-xp2p.p2p.huya.com/src/1099531752754-1099531752754-86436122342719488-2199063628964-10057-A-0-1.xs
死神来了系列[1024*576][1024*576],http://txtest-xp2p.p2p.huya.com/src/1423782074-1423782074-6115097444461051904-2847687604-10057-A-0-1.xs
搞笑鬼片系列[728*408][960*528],http://txtest-xp2p.p2p.huya.com/src/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.xs
中国功夫系列[1280*692][1280*544],http://txtest-xp2p.p2p.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.xs
香港黑帮系列[1280*800][948*500],http://txtest-xp2p.p2p.huya.com/src/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1.xs



今晚80后·年轻人的新态度[1920*1080],http://txtest-xp2p.p2p.huya.com/src/1423787862-1423787862-6115122303731761152-2847699180-10057-A-0-1.xs

周润发[1280*720][1280*720],http://117.148.179.177/PLTV/88888888/224/3221231709/1.m3u8
周润发[1280*720][1280*720],http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8

周星星[1280*720][1280*720],http://117.148.179.153/PLTV/88888888/224/3221231562/1.m3u8
成龙[1280*720][1280*720],http://117.148.179.163/PLTV/88888888/224/3221231687/1.m3u8
成龙[1280*720][1280*720],http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
郭富城[1280*720][1280*720],http://117.148.179.152/PLTV/88888888/224/3221231688/1.m3u8
刘德华[1280*720][1280*720],http://117.148.179.154/PLTV/88888888/224/3221231757/1.m3u8
刘亦菲[1280*720][1280*720],http://117.148.179.165/PLTV/88888888/224/3221231787/1.m3u8
古天乐[1280*720][1280*720],http://117.148.179.176/PLTV/88888888/224/3221231645/1.m3u8
张国荣[1280*720][1280*720],http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8

猛鬼恐怖系列胆小勿进[1920*1080],http://txtest-xp2p.p2p.huya.com/src/1199583305794-1199583305794-5529470647832412160-2399166735044-10057-A-0-1.xs


吾爱央视,#genre#
CCTV-1,http://39.135.32.236:6610/PLTV/77777777/224/3221225654/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226010/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240127_1/encoder/0/playlist.m3u8?#http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV-2,http://39.135.32.236:6610/PLTV/77777777/224/3221225657/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226224/index.m3u8
CCTV-3,http://39.135.32.236:6610/PLTV/77777777/224/3221225677/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226397/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV-4,http://39.135.32.236:6610/PLTV/77777777/224/3221225753/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226191/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240316_1/encoder/0/playlist.m3u8?#http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV-5,http://39.135.32.236:6610/PLTV/77777777/224/3221225516/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226395/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV-6,http://39.135.32.236:6610/PLTV/77777777/224/3221225683/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226011/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240247_1/encoder/0/playlist.m3u8?#http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV-7,http://39.135.32.236:6610/PLTV/77777777/224/3221225627/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226192/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV-8,http://39.135.32.236:6610/PLTV/77777777/224/3221225630/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226391/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240249_1/encoder/0/playlist.m3u8?#http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV-9,http://39.135.32.236:6610/PLTV/77777777/224/3221225633/index.m3u8?#http://39.135.32.236:6610/PLTV/77777777/224/3221225939/index.m3u8?#http://111.40.196.35/PLTV/88888888/224/3221225502/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240250_1/encoder/0/playlist.m3u8?#http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV-10,http://39.135.32.236:6610/PLTV/77777777/224/3221225624/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226189/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV-11,http://39.135.32.236:6610/PLTV/77777777/224/3221225739/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226240/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV-12,http://39.135.32.236:6610/PLTV/77777777/224/3221225645/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226190/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV-13,http://39.135.32.236:6610/PLTV/77777777/224/3221225742/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226233/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV-14,http://39.135.32.236:6610/PLTV/77777777/224/3221225648/index.m3u8?#http://39.134.65.162/PLTV/88888888/224/3221225674/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV-15,http://39.135.32.236:6610/PLTV/77777777/224/3221225693/index.m3u8?#http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV-16,http://39.135.32.236:6610/PLTV/77777777/224/3221225956/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226921/index.m3u8
CCTV-17,http://39.135.32.236:6610/PLTV/77777777/224/3221225513/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226198/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV-5+,http://39.135.32.236:6610/PLTV/77777777/224/3221225621/index.m3u8?#http://111.20.33.93/PLTV/88888893/224/3221226221/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240128_1/encoder/0/playlist.m3u8?#http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV-4K,https://p.ggiptv.com/v/4k.m3u8
CCTV-兵器科技,rtsp://221.203.83.35/PLTV/88888888/224/3221226704/10000100000000060000000006385167_0.smil?$
CCTV-风云剧场,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8#http://42.176.185.28:9901/tsfile/live/1030_1.m3u8?$#rtsp://221.203.83.35/PLTV/88888888/224/3221226671/10000100000000060000000006385152_0.smil?
CCTV-风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
CCTV-怀旧剧场,rtsp://221.203.83.35/PLTV/88888888/224/3221226700/10000100000000060000000006385151_0.smil?$
CCTV-世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8?$
CETV-1,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8?$#http://39.136.48.106:8089/PLTV/88888888/224/3221226252/index.m3u8?$#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/index.m3u8?fmt=ts2hls?$#http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8#http://111.59.63.32:9901/tsfile/live/1024_1.m3u8
CETV-2,http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8#http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
CETV-3,http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8
CETV-4,http://117.148.179.155/PLTV/88888888/224/3221231613/index.m3u8#http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8

吾爱卫视,#genre#

安徽卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225886/index.m3u8?
北京卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225651/index.m3u8?
东方卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225718/index.m3u8?
东南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225696/index.m3u8?
广东卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225666/index.m3u8?
贵州卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225770/index.m3u8?
河北卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225773/index.m3u8?
河南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225806/index.m3u8?
黑龙江卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225734/index.m3u8?
湖北卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225721/index.m3u8?
湖南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225692/index.m3u8?
江苏卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225722/index.m3u8?
江西卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225669/index.m3u8?
辽宁卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225779/index.m3u8?
山东卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225672/index.m3u8?
深圳卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225725/index.m3u8?
天津卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225675/index.m3u8?
浙江卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225695/index.m3u8?
重庆卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225745/index.m3u8?
湖北卫视,http://111.20.33.93/PLTV/88888893/224/3221226194/index.m3u8
安徽卫视,http://111.20.33.93/PLTV/88888893/224/3221226196/index.m3u8
浙江卫视,http://111.20.33.93/PLTV/88888893/224/3221226199/index.m3u8
天津卫视,http://111.20.33.93/PLTV/88888893/224/3221226204/index.m3u8
深圳卫视,http://111.20.33.93/PLTV/88888893/224/3221226205/index.m3u8
重庆卫视,http://111.20.33.93/PLTV/88888893/224/3221226202/index.m3u8
辽宁卫视,http://111.20.33.93/PLTV/88888893/224/3221226210/index.m3u8
湖南卫视,http://111.20.33.93/PLTV/88888893/224/3221226211/index.m3u8
黑龙江卫视,http://111.20.33.93/PLTV/88888893/224/3221226215/index.m3u8
广东卫视,http://111.20.33.93/PLTV/88888893/224/3221226216/index.m3u8
东方卫视,http://111.20.33.93/PLTV/88888893/224/3221226217/index.m3u8
山东卫视,http://111.20.33.93/PLTV/88888893/224/3221226209/index.m3u8
北京卫视,http://111.20.33.93/PLTV/88888893/224/3221226222/index.m3u8
湖南卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240130_1/encoder/0/playlist.m3u8?
北京卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240129_1/encoder/0/playlist.m3u8?
江苏卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240133_1/encoder/0/playlist.m3u8?
深圳卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240132_1/encoder/0/playlist.m3u8?
浙江卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240134_1/encoder/0/playlist.m3u8?
广东卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240137_1/encoder/0/playlist.m3u8?
湖北卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240135_1/encoder/0/playlist.m3u8?
天津卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240136_1/encoder/0/playlist.m3u8?
东方卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240242_1/encoder/0/playlist.m3u8?
山东卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240254_1/encoder/0/playlist.m3u8?
辽宁卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240255_1/encoder/0/playlist.m3u8?
安徽卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240256_1/encoder/0/playlist.m3u8?
东南卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240588_1/encoder/0/playlist.m3u8?
黑龙江卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240131_1/encoder/0/playlist.m3u8?
金鹰纪实,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240303_1/encoder/0/playlist.m3u8?
河北卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240317_1/encoder/0/playlist.m3u8?
贵州卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240318_1/encoder/0/playlist.m3u8?
康巴卫视,http://scgctvshow.sctv.com/hdlive/kangbacea9011d928b7714a215/1.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
冬奥纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
凤凰中文,http://39.137.67.167:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225942/index.m3u8?IAS#http://39.137.67.167:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225948/index.m3u8?IAS
凤凰资讯,http://39.137.67.167:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225949/index.m3u8?IAS
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8

河南卫视4k[3840*2160][3840*2160],http://218.29.135.2:4000/udp/225.1.4.254:1300




吾爱凤凰,#genre#
凤凰卫视[1920*1080],http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰卫视[1920*1080],http://117.169.120.138:8080/live/fhchinese/.m3u8
凤凰资讯[960*540][960*540],http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯[960*540][960*540],https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯[960*540][960*540],http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯[1920*1080],http://183.207.249.35/PLTV/3/224/3221226922/index.m3u8
凤凰资讯[1920*1080],http://117.169.120.138:8080/live/fhzixun/.m3u8
凤凰香港[1920*1080],http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰香港2[1920*1080],http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
香港卫视,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8



吾爱求索,#genre#


求索纪录,http://39.134.66.2/PLTV/88888888/224/3221225713/index.m3u8#http://39.134.65.106/PLTV/88888888/224/3221225713/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=no#http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225713/index.m3u8#http://39.135.135.39/PLTV/88888888/224/3221225713/index.m3u8
求索科学,http://39.134.66.4/PLTV/88888888/224/3221225728/index.m3u8#http://111.11.123.49:6610/000000001000/6000000002000032344/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429143356239632&channel-id=wasusyt&Contentid=6000000002000032344#http://39.134.65.106/PLTV/88888888/224/3221225728/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=no
求索动物,http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=no#http://39.134.66.4/PLTV/88888888/224/3221225730/index.m3u8#http://39.134.65.106/PLTV/88888888/224/3221225730/index.m3u8#http://111.11.123.49:6610/000000001000/6000000002000010046/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429143132239553&channel-id=wasusyt&Contentid=6000000002000010046#http://39.134.65.208/PLTV/88888888/224/3221225730/index.m3u8
求索生活,http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000002000003382/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=no#http://39.134.65.106/PLTV/88888888/224/3221225715/index.m3u8#http://fxhack.f3322.org:8000/udp/239.77.0.153:5146

吾爱咪咕,#genre#
今日推荐[1280*720][1280*720],http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
喜剧联盟[1280*720][1280*720],http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
古天乐影院[1280*720][1280*720],http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
成龙作品集[1280*720][1280*720],http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
张国荣影院[1280*720][1280*720],http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
周润发影院[1280*720][1280*720],http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
云上电影院[1280*720][1280*720],http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
葛优作品集[1280*720][1280*720],http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
僵尸剧场[1280*720][1280*720],http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
刘亦菲影视展播[1280*720][1280*720],http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
试胆大会[1280*720][1280*720],http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
神探狄仁杰[1280*720][1280*720],http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
追剧少女[1280*720][1280*720],http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
经典贺岁片[1280*720][1280*720],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日荐影[1280*720][1280*720],http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8

吾爱上海,#genre#
上海外语[1920*1080],http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海外语[1920*1080],http://180.163.152.145/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/wypdhd/4000000/mnf.m3u8
上海纪实[1920*1080],http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
上海纪实[1920*1080],http://180.163.152.145/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/jspdhd/4000000/mnf.m3u8
生活时尚[1920*1080],http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
新闻综合[1920*1080],http://180.163.152.145/keonline.shanghai.liveplay.qq.com/live/program/live/xwzhhd/4000000/mnf.m3u8
东方影视[1920*1080],http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
上海都市[1920*1080],http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
新视觉[1920*1080],http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
全纪实[1920*1080],http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
极速汽车[1920*1080],http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
动漫秀场[1920*1080],http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
欢笑剧场[1920*1080],http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
游戏风云[1920*1080],http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
五星体育[1920*1080],http://121.51.74.85/keonline.shanghai.liveplay.qq.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育[1920*1080],http://223.111.195.50/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育[1920*1080],http://223.111.195.50/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球[1920*1080],http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球[1920*1080],http://180.163.152.145/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
哈哈炫动[1920*1080],http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8

吾爱数字,#genre#
全纪实,http://live.tvfix.org/hls/qjshd.m3u8#http://140.207.241.3:8080/live/program/live/qjshd/4000000/d1.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000006000040025/index.m3u8?channel-id=bestzb&Contentid=5000000006000040025&livemode=1&stbId=no#http://39.135.55.72:6610/PLTV/88888888/224/3221227083/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8#http://183.207.249.175/ott.js.chinamobile.com/PLTV/3/224/3221227771/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226580/index.m3u8#http://39.135.55.7:6610/PLTV/88888888/224/3221227083/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.20.33.93/PLTV/88888893/224/3221226580/index.m3u8#http://183.207.249.176/ott.js.chinamobile.com/PLTV/4/224/3221227771/index.m3u8#http://39.135.55.13:6610/PLTV/88888888/224/3221227083/index.m3u8?servicetype=1&IASHttpSessionId=OTT
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8#http://39.135.55.72:6610/PLTV/88888888/224/3221227091/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://140.207.241.3:8080/live/program/live/shsshd/4000000/mnf.m3u8#http://140.207.241.3:8080/live/program/live/shsshd/4000000/d1.m3u8#http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/shsshd/4000000/mnf.m3u8
纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8#http://39.137.67.167:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8?IAS#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225655/index.m3u8#http://140.207.241.3:8080/live/program/live/jspdhd/4000000/mnf.m3u8#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010606&livemode=1&stbId=4#http://39.136.48.9:8089/PLTV/88888888/224/3221226499/index.m3u8#http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jspdhd/4000000/mnf.m3u8#http://39.135.55.72:6610/PLTV/88888888/224/3221227213/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010606&livemode=1&stbId=2#http://39.135.55.105:6610/PLTV/88888888/224/3221227213/index.m3u8?servicetype=1#http://39.134.65.166/PLTV/88888888/224/3221225673/1.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225673/index.m3u8#http://117.169.30.5:6610/PLTV/88888888/224/3221225655/2/index.m3u8?fmt=ts2hls#http://39.135.55.13:6610/PLTV/88888888/224/3221227213/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226230/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jspdhd/4000000/mnf.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8#http://183.196.25.171:808/hls/62/index.m3u8#http://39.135.47.100:6610/000000001000/HD-8000k-1080P-shanghaijishi/1.m3u8?IASHttpSessionId=OTT
冬奥纪实,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8#http://39.135.47.100:6610/000000001000/HD-8000k-1080P-beijingjishi/1.m3u8?IASHttpSessionId=OTT
金鹰纪实,http://39.137.67.167:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226572/index.m3u8?IAS
卡酷少儿,http://39.137.67.167:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8?IAS#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://39.135.55.72:6610/PLTV/88888888/224/3221227018/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8#http://39.135.55.7:6610/PLTV/88888888/224/3221227018/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://58.20.64.92:9998/tsfile/live/1025_1.m3u8#http://39.135.47.100:6610/000000001000/SD-4000k-576P-jinyingkaton/1.m3u8?IASHttpSessionId=OTT
优漫卡通,http://39.135.47.100:6610/000000001000/SD-4000k-576P-youmankaton/1.m3u8?IASHttpSessionId=OTT
嘉佳卡通,http://39.135.47.100:6610/000000001000/SD-4000k-576P-jiajiakaton/1.m3u8?IASHttpSessionId=OTT
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8#http://39.135.47.100:6610/000000001000/SD-4000k-576P-xuandongkaton/1.m3u8?IASHttpSessionId=OTT
